1, 2
1.0404, 2.03788
1.08081, 2.07577
1.12121, 2.11366
1.16162, 2.15158
1.20202, 2.18952
1.24242, 2.2275
1.28283, 2.26551
1.32323, 2.30356
1.36364, 2.34166
1.40404, 2.37982
1.44444, 2.41804
1.48485, 2.45633
1.52525, 2.49469
1.56566, 2.53313
1.60606, 2.57166
1.64646, 2.61028
1.68687, 2.649
1.72727, 2.68783
1.76768, 2.72677
1.80808, 2.76582
1.84848, 2.805
1.88889, 2.84431
1.92929, 2.88375
1.9697, 2.92334
2.0101, 2.96307
2.05051, 3.00296
2.09091, 3.04301
2.13131, 3.08323
2.17172, 3.12362
2.21212, 3.16419
2.25253, 3.20495
2.29293, 3.24589
2.33333, 3.28704
2.37374, 3.32839
2.41414, 3.36994
2.45455, 3.41172
2.49495, 3.45372
2.53535, 3.49595
2.57576, 3.53841
2.61616, 3.58111
2.65657, 3.62406
2.69697, 3.66726
2.73737, 3.71073
2.77778, 3.75446
2.81818, 3.79846
2.85859, 3.84274
2.89899, 3.8873
2.93939, 3.93216
2.9798, 3.97731
3.0202, 4.02782
3.06061, 4.08367
3.10101, 4.13983
3.14141, 4.19628
3.18182, 4.25301
3.22222, 4.31001
3.26263, 4.36729
3.30303, 4.42484
3.34343, 4.48265
3.38384, 4.54071
3.42424, 4.59901
3.46465, 4.65756
3.50505, 4.71634
3.54545, 4.77536
3.58586, 4.83459
3.62626, 4.89404
3.66667, 4.9537
3.70707, 5.01357
3.74747, 5.07363
3.78788, 5.13389
3.82828, 5.19433
3.86869, 5.25495
3.90909, 5.31574
3.94949, 5.3767
3.9899, 5.43782
4.0303, 5.4991
4.07071, 5.56052
4.11111, 5.62209
4.15152, 5.68379
4.19192, 5.74562
4.23232, 5.80757
4.27273, 5.86965
4.31313, 5.93183
4.35354, 5.99412
4.39394, 6.05651
4.43434, 6.11899
4.47475, 6.18156
4.51515, 6.24421
4.55556, 6.30693
4.59596, 6.36972
4.63636, 6.43257
4.67677, 6.49548
4.71717, 6.55843
4.75758, 6.62143
4.79798, 6.68447
4.83838, 6.74754
4.87879, 6.81063
4.91919, 6.87375
4.9596, 6.93687
5, 7
